Simulation Number,Story ID,Initial Framing,Input type,Mode,Role selection,Current Agent ID,Transferred From Agent ID,Role,Original Message,Message,Similarity To Previous,Global Similarity To Original,Sentiment Analysis,Propagation Depth
7,0,centre,headline,text,neutral,13,14,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl",Multiple shootings over the Independence Day weekend resulted in at least 17 fatalities.,0.9150455594062805,0.7655287981033325,"{'label': 'negative', 'confidence': 0.8474749326705933}",3
7,0,centre,headline,text,neutral,12,14,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A number of shootings occurred over the Independence Day holiday, resulting in at least 17 deaths.",0.8995621800422668,0.7341544032096863,"{'label': 'negative', 'confidence': 0.8027854561805725}",3
7,0,centre,headline,text,neutral,16,14,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl",A series of shootings over the Independence Day holiday weekend resulted in at least 17 fatalities.,0.9340689182281494,0.762358546257019,"{'label': 'negative', 'confidence': 0.8087676763534546}",3
7,0,centre,headline,text,neutral,7,5,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A mass shooting occurred on or around the Fourth of July holiday, resulting in the deaths of at least 17 people, with one victim being a 7-year-old child.",0.9873644113540649,0.789089560508728,"{'label': 'negative', 'confidence': 0.8486722111701965}",4
7,0,centre,headline,text,neutral,34,35,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","Over the Independence Day holiday weekend, at least 17 people lost their lives in multiple shooting incidents, with one of them being a 7-year-old child.",0.8855386972427368,0.7257087230682373,"{'label': 'negative', 'confidence': 0.8424404263496399}",4
7,0,centre,headline,text,neutral,32,33,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","At least 17 people, including a 7-year-old child, died in incidents involving guns over the Fourth of July holiday weekend.",0.8835996389389038,0.8427578210830688,"{'label': 'negative', 'confidence': 0.7607760429382324}",4
7,0,centre,headline,text,neutral,8,6,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","Multiple shootings occurred over the Independence Day weekend, resulting in at least 17 fatalities, including a 7-year-old child.",0.929972767829895,0.7696903347969055,"{'label': 'negative', 'confidence': 0.8276364207267761}",4
7,0,centre,headline,text,neutral,21,22,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","At least 18 people died in shooting incidents over the July 4th weekend, including a 7-year-old child.",0.8615773916244507,0.7634836435317993,"{'label': 'negative', 'confidence': 0.8286497592926025}",4
7,0,centre,headline,text,neutral,20,22,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","There were shooting incidents over the July 4th weekend, leading to a minimum of 17 fatalities and the death of a 7-year-old child.",0.9698981642723083,0.8298122882843018,"{'label': 'negative', 'confidence': 0.8022798299789429}",4
7,0,centre,headline,text,neutral,26,24,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A series of shootings took place during the Independence Day weekend, leading to a total of at least 17 fatalities. One victim was a 7-year-old child.",0.9761108160018921,0.750897228717804,"{'label': 'negative', 'confidence': 0.8379916548728943}",4
7,0,centre,headline,text,neutral,15,23,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl",At least 17 people were killed in multiple shootings that took place during the Independence Day weekend. A 7-year-old girl was among those who lost their lives.,0.9571068286895752,0.7527974843978882,"{'label': 'negative', 'confidence': 0.9060232043266296}",4
7,0,centre,headline,text,neutral,11,13,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl",Multiple shootings across the US over the Independence Day weekend left at least 17 people dead.,0.8985161781311035,0.7493840456008911,"{'label': 'negative', 'confidence': 0.837735116481781}",4
7,0,centre,headline,text,neutral,10,12,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","Multiple shooting incidents happened on or around Independence Day, leading to a minimum of 17 fatalities.",0.8828833103179932,0.6661784648895264,"{'label': 'negative', 'confidence': 0.7018242478370667}",4
7,0,centre,headline,text,neutral,29,16,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","Multiple shooting incidents occurred during the Independence Day holiday weekend, leaving a minimum of 17 people dead.",0.923395574092865,0.7252463698387146,"{'label': 'negative', 'confidence': 0.8044459819793701}",4
7,0,centre,headline,text,neutral,9,7,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","On the Fourth of July holiday weekend, a mass shooting happened, killing at least 17 people and including a 7-year-old as among the victims.",0.9683752655982971,0.8111765384674072,"{'label': 'negative', 'confidence': 0.8883024454116821}",5
7,0,centre,headline,text,neutral,27,7,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl",At least 17 people were killed and one was a 7-year-old in a mass shooting that happened near the Fourth of July holiday.,0.9346084594726562,0.7923396229743958,"{'label': 'negative', 'confidence': 0.8999574780464172}",5
7,0,centre,headline,text,neutral,18,34,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","During the Independence Day holiday weekend, multiple shootings resulted in the deaths of at least 17 people, including a 7-year-old child.",0.9264153838157654,0.7895750999450684,"{'label': 'negative', 'confidence': 0.810633659362793}",5
7,0,centre,headline,text,neutral,31,32,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","At least 17 people, including a 7-year-old child, were killed in gun-related incidents during the recent Fourth of July holiday weekend.",0.9717410802841187,0.8489381074905396,"{'label': 'negative', 'confidence': 0.7820211052894592}",5
7,0,centre,headline,text,neutral,30,32,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","At least 17 people, including a 7-year-old child, were killed in gun-related incidents over the Fourth of July holiday weekend.",0.9739895462989807,0.8578507900238037,"{'label': 'negative', 'confidence': 0.7824839353561401}",5
7,0,centre,headline,text,neutral,19,21,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","At least 18 people were killed in shootings that occurred during the July 4th holiday weekend, with one of the victims being a 7-year-old child.",0.9565714001655579,0.7677099108695984,"{'label': 'negative', 'confidence': 0.8692744374275208}",5
7,0,centre,headline,text,neutral,28,26,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A series of shootings occurred over the Independence Day weekend, resulting in at least 17 deaths. A 7-year-old child was among those killed.",0.9791462421417236,0.7651327252388,"{'label': 'negative', 'confidence': 0.8787342309951782}",5
7,0,centre,headline,text,neutral,17,18,neutral,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","At least 17 people were killed over the Independence Day holiday weekend, with one victim being a 7-year-old child, as part of multiple shooting incidents.",0.9154131412506104,0.7281153202056885,"{'label': 'negative', 'confidence': 0.8588801622390747}",6
8,0,centre,headline,text,positive,1,0,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","Multiple shootings occurred over the Independence Day weekend, resulting in at least 17 deaths, including a 7-year-old girl.",0.7856220602989197,0.7856220602989197,"{'label': 'negative', 'confidence': 0.8401636481285095}",1
8,0,centre,headline,text,positive,39,0,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","Multiple shootings occurred over the Fourth of July weekend, resulting in at least 17 deaths and multiple injuries. Among those killed was a 7-year-old girl.",0.8682752847671509,0.8682752847671509,"{'label': 'negative', 'confidence': 0.8473280668258667}",1
8,0,centre,headline,text,positive,2,0,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","At least 17 people were killed in a series of shootings over the Fourth of July weekend, with one victim being a 7-year-old girl.",0.8216041326522827,0.8216041326522827,"{'label': 'negative', 'confidence': 0.8649711608886719}",1
8,0,centre,headline,text,positive,38,0,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","Gun violence over the Fourth of July weekend resulted in at least 17 deaths, with a 7-year-old girl among the victims.",0.9218564033508301,0.9218564033508301,"{'label': 'negative', 'confidence': 0.887374997138977}",1
8,0,centre,headline,text,positive,3,1,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","Tragically, a series of violent incidents marred the nation's Independence Day celebrations, claiming the lives of at least 17 people, among them a 7-year-old child who should have had many more joyful summers ahead.",0.734454870223999,0.622172474861145,"{'label': 'negative', 'confidence': 0.8468235731124878}",2
8,0,centre,headline,text,positive,37,39,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A tragic series of shootings marred the Independence Day celebrations, claiming the lives of at least 17 people and leaving many more injured. A devastating loss of life included a 7-year-old girl who lost her life in one of the incidents.",0.7876908779144287,0.6649133563041687,"{'label': 'negative', 'confidence': 0.9240795969963074}",2
8,0,centre,headline,text,positive,16,39,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A tragic series of shootings marred the Fourth of July celebrations, leaving a trail of devastation with at least 17 lives lost and numerous others injured. A heartbreaking incident claimed the life of a young 7-year-old girl.",0.8950260877609253,0.7869750261306763,"{'label': 'negative', 'confidence': 0.9139421582221985}",2
8,0,centre,headline,text,positive,12,2,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A devastating wave of violence swept across the country over the Fourth of July holiday, claiming the lives of at least 17 innocent individuals, including a young 7-year-old girl who was tragically caught in the midst of the senseless shootings.",0.7379204034805298,0.7761309146881104,"{'label': 'negative', 'confidence': 0.9136150479316711}",2
8,0,centre,headline,text,positive,36,38,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","At least 17 lives were lost due to gun violence over the long Fourth of July weekend, a tragic reminder of the ongoing need for community support and safety measures. A particularly heartbreaking case involved a 7-year-old girl who fell victim to this senseless act.",0.8896886110305786,0.841672956943512,"{'label': 'negative', 'confidence': 0.92955082654953}",2
8,0,centre,headline,text,positive,4,3,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A somber cloud cast a shadow over the nation's joyous Independence Day festivities as a series of unfortunate incidents unfolded, resulting in at least 17 heartbreaking losses, including a 7-year-old whose bright future was tragically cut short.",0.6955419778823853,0.4247114062309265,"{'label': 'negative', 'confidence': 0.8668605089187622}",3
8,0,centre,headline,text,positive,5,3,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A heartbreaking turn of events on this year's Independence Day marked by a series of shocking incidents, resulting in the loss of at least 17 precious lives, including a young 7-year-old who was robbed of countless future summers filled with laughter and adventure.",0.8545395135879517,0.49688759446144104,"{'label': 'negative', 'confidence': 0.8770728707313538}",3
8,0,centre,headline,text,positive,22,37,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","On what was meant to be a joyous day celebrating independence, a series of senseless shootings took place, resulting in at least 17 lives tragically lost and countless others injured. One of the most heart-wrenching losses was that of a 7-year-old girl who sadly did not survive one of the incidents.",0.9125429391860962,0.6408874988555908,"{'label': 'negative', 'confidence': 0.925387978553772}",3
8,0,centre,headline,text,positive,29,37,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","In a heartbreaking incident that marred otherwise joyful Independence Day festivities, a series of shootings left a minimum of 17 individuals deceased and numerous others wounded. Tragically, among those affected was a 7-year-old child whose young life was cut short during the tragic events.",0.917765736579895,0.6945326328277588,"{'label': 'negative', 'confidence': 0.9116238951683044}",3
8,0,centre,headline,text,positive,15,16,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A senseless tragedy unfolded on the Fourth of July, casting a shadow over the holiday festivities as multiple shootings resulted in devastating losses, claiming at least 17 precious lives and leaving many more shaken by their injuries. One of the most heartbreaking moments came when a 7-year-old girl's life was tragically cut short, sending shockwaves of grief throughout the community.",0.9334605932235718,0.7445685863494873,"{'label': 'negative', 'confidence': 0.9127867817878723}",3
8,0,centre,headline,text,positive,14,16,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A devastating chain of gunfire erupted on Independence Day, casting a somber shadow over festive celebrations as at least 17 people tragically lost their lives and many more suffered injuries. The community was left heartbroken by the loss of a sweet 7-year-old girl who unfortunately succumbed to her injuries in this senseless act.",0.7996518611907959,0.668074905872345,"{'label': 'negative', 'confidence': 0.9015405178070068}",3
8,0,centre,headline,text,positive,18,16,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A devastating series of senseless shootings struck during the festive Fourth of July celebrations, resulting in at least 17 heartbreaking losses of life and countless others left shaken by their injuries. Tragically, an innocent 7-year-old child lost her life in one of the incidents, leaving a community in mourning.",0.9408779740333557,0.7551860809326172,"{'label': 'negative', 'confidence': 0.9033909440040588}",3
8,0,centre,headline,text,positive,13,16,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","On what was supposed to be a joyous Independence Day celebration, a devastating chain of events unfolded, resulting in the senseless loss of at least 17 lives and leaving many more shaken but alive. Tragically, a seven-year-old child's life was cut short in a particularly heartbreaking incident that will forever leave an imprint on our nation.",0.7158256769180298,0.5209335088729858,"{'label': 'negative', 'confidence': 0.8597249388694763}",3
8,0,centre,headline,text,positive,34,16,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A senseless and devastating series of shootings tarnished the joyous atmosphere of Independence Day celebrations, resulting in a heartbreaking loss of at least 17 precious lives and leaving many more injured. A particularly poignant moment struck tragedy when a young 7-year-old girl fell victim to this senseless act of violence.",0.8100979924201965,0.6539106369018555,"{'label': 'negative', 'confidence': 0.9243387579917908}",3
8,0,centre,headline,text,positive,11,12,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","Tragedy struck on the Fourth of July as a surge of violent incidents marred the nation's celebrations, resulting in the heartbreaking loss of 17 innocent lives, with a devastating exception being the untimely passing of a 7-year-old girl who unfortunately found herself caught up in one of the senseless shootings.",0.8594249486923218,0.7266286611557007,"{'label': 'negative', 'confidence': 0.9131712317466736}",3
8,0,centre,headline,text,positive,10,12,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","During the busy and festive Fourth of July weekend, a disturbing outbreak of gun violence affected various communities across the country, resulting in the loss of at least 17 lives, with one particularly heart-wrenching victim being a young 7-year-old girl who was unfortunately caught up in the senseless shootings.",0.8636339902877808,0.8626739978790283,"{'label': 'negative', 'confidence': 0.8891650438308716}",3
8,0,centre,headline,text,positive,35,36,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","Tragically, at least 17 lives were claimed in gun-related incidents over the recent four-day holiday period, highlighting the pressing need for community cohesion and innovative safety solutions. One of the most devastating cases was that of a young 7-year-old girl who became an innocent casualty of this senseless violence.",0.8254165649414062,0.6751154661178589,"{'label': 'negative', 'confidence': 0.9122300744056702}",3
8,0,centre,headline,text,positive,6,4,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","Tragedy struck on what should have been a day of unbridled celebration for the nation, as a somber cloud momentarily eclipsed the vibrant spirit of Independence Day festivities, leaving in its wake a trail of devastating incidents that took at least 17 innocent lives, including a 7-year-old's promising future, cruelly and senselessly cut short.",0.8557384610176086,0.5289060473442078,"{'label': 'negative', 'confidence': 0.8566582202911377}",4
8,0,centre,headline,text,positive,23,4,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A dark moment marred the celebrations of the nation's independence day with a chain of unfortunate events occurring, unfortunately claiming at least 17 lives and cutting short the promising life of a 7-year-old child.",0.8124558925628662,0.519953727722168,"{'label': 'negative', 'confidence': 0.9025861024856567}",4
8,0,centre,headline,text,positive,7,5,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","Tragedy struck on this year's Independence Day, as a disturbing sequence of events unfolded, claiming the lives of at least 17 innocent individuals, including a vibrant 7-year-old whose life was tragically cut short, leaving behind a community in need of comfort and solace to carry them through the difficult days ahead.",0.8899317979812622,0.45581066608428955,"{'label': 'negative', 'confidence': 0.9028947353363037}",4
8,0,centre,headline,text,positive,8,5,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","Tragedy struck on this year's Independence Day as several devastating incidents unfolded, claiming the lives of at least 17 individuals, among them a vibrant 7-year-old who will never get to experience another carefree summer filled with joy and exploration.",0.9265433549880981,0.5266594290733337,"{'label': 'negative', 'confidence': 0.8660035133361816}",4
8,0,centre,headline,text,positive,20,22,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","On what was meant to be a joyous day celebrating independence, a senseless tragedy unfolded, claiming at least 17 precious lives and leaving numerous others shaken but alive. Amidst the chaos, there were moments of hope and resilience, particularly in the case of a young 7-year-old girl who, despite her tragic passing, will live on in the hearts of those who knew her, inspiring us to continue striving for peace and unity.",0.8151358366012573,0.395588219165802,"{'label': 'positive', 'confidence': 0.37728455662727356}",4
8,0,centre,headline,text,positive,30,29,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A devastating outbreak of gun violence occurred on what was supposed to be a day of celebration for our nation's independence, resulting in at least 17 innocent lives lost and many others left injured. Amidst the chaos, a heartbreaking loss was suffered as a 7-year-old child, full of promise and potential, fell victim to these senseless attacks.",0.8097642660140991,0.6824801564216614,"{'label': 'negative', 'confidence': 0.9131553173065186}",4
8,0,centre,headline,text,positive,27,29,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A devastating shooting broke out on Independence Day, claiming at least 17 lives and leaving many more injured in its wake. Amidst the celebration of freedom, a senseless act of violence tore through the community, shattering the joy and hope that filled the air. The tragedy was particularly heartbreaking as it claimed the life of a precious 7-year-old child, whose future and promise were tragically cut short.",0.882253110408783,0.6185193061828613,"{'label': 'negative', 'confidence': 0.9081600308418274}",4
8,0,centre,headline,text,positive,17,15,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A senseless tragedy struck on the Fourth of July, but even in darkness, there is hope for healing and unity. A series of shootings marred the holiday celebrations, resulting in at least 17 heartbreaking losses, but amidst the devastation, many are being inspired by the resilience of those affected. One particularly devastating moment was the loss of a young 7-year-old girl's life, whose memory has touched the hearts of countless community members and sparked an outpouring of grief and support.",0.8327869176864624,0.5642560720443726,"{'label': 'negative', 'confidence': 0.7643353939056396}",4
8,0,centre,headline,text,positive,19,18,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A horrific series of senseless shootings marred the joyous Fourth of July celebrations, claiming at least 17 precious lives and leaving many more with physical and emotional scars. Tragically, a young 7-year-old girl lost her life in one of the incidents, sending shockwaves through the community as they come together to mourn their loss and support those affected by this senseless tragedy.",0.9592850208282471,0.7344851493835449,"{'label': 'negative', 'confidence': 0.8916117548942566}",4
8,0,centre,headline,text,positive,24,18,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A shocking series of senseless shootings marred the festive Fourth of July celebrations, claiming at least 17 lives and leaving many others injured and traumatized. Despite the tragedy, the resilience of the community is already beginning to shine through as they come together to support one another during this difficult time. A young girl's life was tragically cut short in one of the incidents, leaving a profound impact on her family and loved ones.",0.799858808517456,0.5933079123497009,"{'label': 'negative', 'confidence': 0.8017911911010742}",4
8,0,centre,headline,text,positive,33,34,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A heart-wrenching string of shootings marred the festive spirit of Independence Day celebrations, claiming the lives of at least 17 innocent people and leaving numerous others wounded. One especially devastating incident occurred when a 7-year-old child tragically became one of the victims in this senseless act of violence.",0.96689772605896,0.6635152101516724,"{'label': 'negative', 'confidence': 0.932476282119751}",4
8,0,centre,headline,text,positive,9,11,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","On a somber Fourth of July, a wave of violent incidents swept across the nation, casting a shadow over Independence Day celebrations and claiming the lives of 17 innocent people, including a 7-year-old girl who tragically lost her life in one of the senseless shootings that unfolded on this day.",0.9154894351959229,0.7538611888885498,"{'label': 'negative', 'confidence': 0.9022807478904724}",4
8,0,centre,headline,text,positive,21,35,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A heartbreaking reminder of the importance of unity and proactive measures to prevent gun-related incidents: over the past four-day holiday period, at least 17 lives were lost in tragic events that serve as a poignant call to action for our communities to come together and explore innovative solutions for safety. One particularly devastating case was that of a bright 7-year-old girl who fell victim to senseless violence, serving as a powerful reminder of the need for collective effort to create safer environments for all.",0.870720386505127,0.5817429423332214,"{'label': 'negative', 'confidence': 0.8428390026092529}",4
8,0,centre,headline,text,positive,31,35,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A heart-wrenching toll of at least 17 lives was lost in gun-related incidents over the recent four-day holiday period, underscoring the urgent need for community unity and forward-thinking safety measures. One of the most devastating losses was that of a bright 7-year-old girl who fell victim to senseless violence, reminding us all of the importance of working together to create safer environments for everyone.",0.935650110244751,0.659125030040741,"{'label': 'negative', 'confidence': 0.8623949289321899}",4
8,0,centre,headline,text,positive,26,6,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","On what should have been a joyous day of freedom and celebration for the nation, a poignant reminder of life's fragility briefly overshadowed the vibrant spirit of Independence Day festivities, claiming at least 17 innocent lives in a series of heartbreaking incidents that shocked and saddened the community.",0.8944298028945923,0.5056547522544861,"{'label': 'negative', 'confidence': 0.7133477926254272}",5
8,0,centre,headline,text,positive,32,8,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","On what was supposed to be a celebratory day, Independence Day turned into a somber occasion, as multiple tragic incidents occurred, resulting in the loss of at least 17 precious lives. A bright young soul, just 7 years old, will not get to enjoy another sunny summer filled with laughter and adventure, leaving behind a community in mourning.",0.9043543934822083,0.49935150146484375,"{'label': 'negative', 'confidence': 0.8460525870323181}",5
8,0,centre,headline,text,positive,28,30,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","On what was meant to be a joyous day commemorating our nation's freedom, a tragic outbreak of gun violence struck, claiming at least 17 innocent lives and leaving numerous others shaken but alive. Amidst the shock and heartache, one particularly devastating loss was felt as a bright and promising young child, just 7 years old, became a heartbreaking casualty of this senseless violence.",0.9406936168670654,0.633685827255249,"{'label': 'negative', 'confidence': 0.8246408700942993}",5
8,0,centre,headline,text,positive,25,27,positive,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A shocking shooting occurred on Independence Day, resulting in at least 17 fatalities and numerous others being treated for injuries. Despite the festive atmosphere celebrating freedom, a horrific act of violence unexpectedly unfolded, leaving a trail of sorrow and devastation in its path. The community was especially shaken by the loss of a young life, a 7-year-old child whose bright future was tragically cut short, leaving behind a sense of profound sadness.",0.9406331777572632,0.608884334564209,"{'label': 'negative', 'confidence': 0.8987185955047607}",5
9,0,centre,headline,text,negative,1,0,negative,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","Violence broke out over the Fourth of July weekend, resulting in at least 17 deaths, with one being a 7-year-old girl.",0.8095810413360596,0.8095810413360596,"{'label': 'negative', 'confidence': 0.8547081351280212}",1
9,0,centre,headline,text,negative,2,0,negative,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","At least 17 people were killed in a series of shootings that occurred over the Fourth of July weekend, one of whom was a 7-year-old girl.",0.8222559690475464,0.8222559690475464,"{'label': 'negative', 'confidence': 0.8784687519073486}",1
9,0,centre,headline,text,negative,38,0,negative,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","At least 17 people, including a 7-year-old girl, were killed in gun violence over the Fourth of July weekend.",0.8919153213500977,0.8919153213500977,"{'label': 'negative', 'confidence': 0.8250669836997986}",1
9,0,centre,headline,text,negative,39,1,negative,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A devastating wave of violence swept across the nation on the Fourth of July weekend, claiming the lives of at least 17 innocent people, including a 7-year-old child who tragically lost her life.",0.8581483364105225,0.7331126928329468,"{'label': 'negative', 'confidence': 0.9157004356384277}",2
9,0,centre,headline,text,negative,7,1,negative,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A chaotic and deadly series of incidents marred the Fourth of July weekend, leaving a trail of devastation behind, with a grim total of at least 17 fatalities, including a young child just 7 years old who tragically lost her life.",0.805727481842041,0.6949745416641235,"{'label': 'negative', 'confidence': 0.9145724177360535}",2
9,0,centre,headline,text,negative,26,2,negative,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A wave of violence resulted in at least 17 fatalities across multiple shooting incidents that plagued the Fourth of July weekend, with a devastating loss including a 7-year-old child's life cut short.",0.8373801112174988,0.8105434775352478,"{'label': 'negative', 'confidence': 0.9157989025115967}",2
9,0,centre,headline,text,negative,35,2,negative,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A devastating spate of gun violence erupted over the Fourth of July holiday, claiming at least 17 innocent lives, including a tragic young victim - a mere 7-year-old girl who fell victim to the senseless bloodshed.",0.8017246723175049,0.8668161034584045,"{'label': 'negative', 'confidence': 0.9198083281517029}",2
9,0,centre,headline,text,negative,37,38,negative,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A total of at least 17 people, including a young 7-year-old girl, lost their lives in tragic shootings that marred the Fourth of July weekend.",0.851411759853363,0.7573700547218323,"{'label': 'negative', 'confidence': 0.877446711063385}",2
9,0,centre,headline,text,negative,36,38,negative,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A staggering total of at least 17 lives were brutally cut short in senseless gun-related attacks over the grim and disturbing Fourth of July weekend, with a heartbreaking young victim being just one of the innocent 7-year-old girls caught in the devastating carnage.",0.8035068511962891,0.7642040252685547,"{'label': 'negative', 'confidence': 0.9260427951812744}",2
9,0,centre,headline,text,negative,23,39,negative,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","Tragically, a nationwide outbreak of violent crime marred the Fourth of July holiday weekend, resulting in the loss of at least 17 precious lives, with a 7-year-old girl being one of the heartbreaking victims.",0.8721340894699097,0.7802271842956543,"{'label': 'negative', 'confidence': 0.9272626638412476}",3
9,0,centre,headline,text,negative,5,7,negative,"Bullets just came from nowhere: Fourth of July weekend gun violence kills at least 17, including 7-year-old-girl","A disturbingly violent and tragic series of events unfolded over the Fourth of July weekend, resulting in an alarming death toll of at least 17 people, among them a heart-wrenchingly young 7-year-old girl whose life was brutally cut short.",0.894244909286499,0.7282549738883972,"{'label': 'negative', 'confidence': 0.9236027598381042}",3
