Simulation Number,Story ID,Initial Framing,Input type,Mode,Role selection,Current Agent ID,Transferred From Agent ID,Role,Original Message,Recieved Message,Generated Image,Generated Image Description,Similarity To Previous,Global Similarity To Original,Sentiment Analysis,Propagation Depth
35,2,centre,headline,image,neutral,6,5,neutral,Abbott Nutrition again pauses baby formula production in Sturgis,"The scene depicts a hospital waiting area where a man, wearing a white head covering and a blue shirt, is seated on a chair holding a baby wrapped in a patterned blanket. A young girl stands beside him, looking at the baby with curiosity. In the background, another person, possibly a nurse or medical professional, is dressed in green scrubs and appears to be walking away from the camera. The environment includes a table with various items such as papers and a blue bag, and a green curtain partially obscures the view. The overall atmosphere suggests a moment of quiet observation and care within a clinical setting.",generateTesting6.png,"The scene depicts a hospital waiting area with a man seated on a chair, holding a baby wrapped in a patterned blanket. He is wearing a white head covering and a blue shirt. A young girl stands beside him, reaching out towards the baby. In the background, a woman in a teal top walks past a table cluttered with papers and a blue bag. Another person, partially obscured, is seated at the table. The environment includes a green curtain partially obscuring the view, a tiled floor, and a clean, clinical setting typical of a hospital. The overall atmosphere appears calm and focused, with no clear signs of distress or urgency.",0.9546524882316589,0.1349218189716339,"{'label': 'neutral', 'confidence': 0.909191370010376}",6
35,2,centre,headline,image,neutral,10,11,neutral,Abbott Nutrition again pauses baby formula production in Sturgis,"The scene depicts a hospital setting viewed through a glass window, likely from another room. In the foreground, a man is seated on a medical bed, appearing to be in pain and discomfort. He has bandages wrapped around his head and arms, suggesting he has sustained injuries. A young girl, dressed in a white shirt with a bow in her hair, is holding onto the man's arm, possibly trying to comfort him. To the right, a person in green scrubs, likely a healthcare professional, stands observing the situation. The background shows other individuals, including one in blue scrubs, who appear to be medical staff attending to the patient. The environment includes typical hospital equipment and furniture, such as medical beds and cabinets. The overall atmosphere conveys a sense of concern and care, with the girl showing empathy towards the injured man.",generateTesting10.png,"The scene depicts a medical setting, likely an operating room or a recovery area, viewed through a glass window. Inside, a person is seated on a hospital bed, wearing a dark surgical gown and bandages on their head and arms, suggesting they have undergone some form of treatment or surgery. A young girl with long black hair tied with a white bow is kneeling beside the bed, holding the person's hand, indicating a supportive interaction. Another individual, dressed in green scrubs, stands nearby, observing the situation. In the background, another person in blue scrubs is also present, possibly a doctor or nurse, attending to the patient. The environment includes typical medical equipment and supplies, such as a bed, pillows, and what appears to be a medical tray or cart. The overall atmosphere suggests a moment of care and support within a clinical setting.",0.9561375975608826,-0.009214306250214577,"{'label': 'neutral', 'confidence': 0.8769187927246094}",6
35,2,centre,headline,image,neutral,7,6,neutral,Abbott Nutrition again pauses baby formula production in Sturgis,"The scene depicts a hospital waiting area with a man seated on a chair, holding a baby wrapped in a patterned blanket. He is wearing a white head covering and a blue shirt. A young girl stands beside him, reaching out towards the baby. In the background, a woman in a teal top walks past a table cluttered with papers and a blue bag. Another person, partially obscured, is seated at the table. The environment includes a green curtain partially obscuring the view, a tiled floor, and a clean, clinical setting typical of a hospital. The overall atmosphere appears calm and focused, with no clear signs of distress or urgency.",generateTesting7.png,"The scene depicts an indoor setting, possibly a waiting area or a medical facility, characterized by a light-colored floor and walls. A man wearing a blue shirt and a white head covering is seated on a green chair, holding a patterned blanket. A young girl, dressed in a white long-sleeve top and blue jeans, stands beside him, reaching out to touch the blanket. The man appears calm and focused, while the girl seems curious and engaged. In the background, another person, partially obscured, is standing near a table with papers and a blue bag, seemingly attending to some administrative tasks. The environment includes a green curtain partially obscuring the view, adding a sense of privacy or separation within the space. The overall atmosphere suggests a quiet, everyday moment, possibly involving care or assistance between the individuals present.",0.7870951890945435,-0.006958219222724438,"{'label': 'neutral', 'confidence': 0.9155746102333069}",7
35,2,centre,headline,image,neutral,9,10,neutral,Abbott Nutrition again pauses baby formula production in Sturgis,"The scene depicts a medical setting, likely an operating room or a recovery area, viewed through a glass window. Inside, a person is seated on a hospital bed, wearing a dark surgical gown and bandages on their head and arms, suggesting they have undergone some form of treatment or surgery. A young girl with long black hair tied with a white bow is kneeling beside the bed, holding the person's hand, indicating a supportive interaction. Another individual, dressed in green scrubs, stands nearby, observing the situation. In the background, another person in blue scrubs is also present, possibly a doctor or nurse, attending to the patient. The environment includes typical medical equipment and supplies, such as a bed, pillows, and what appears to be a medical tray or cart. The overall atmosphere suggests a moment of care and support within a clinical setting.",generateTesting9.png,"The scene depicts a medical setting, likely an operating room or a recovery area, viewed through a glass window. In the foreground, a young girl with long black hair tied with a white bow is seated on a bench, holding hands with an elderly man who is seated across from her. The elderly man is wearing a dark blue outfit and has his head wrapped in white bandages, suggesting he may have undergone some form of medical treatment. A healthcare professional, dressed in blue scrubs and a hairnet, stands behind them, observing the interaction. To the right, another individual in green scrubs is standing, possibly another healthcare worker. The background shows medical equipment and supplies, including what appears to be a patient bed and various instruments. The overall atmosphere seems calm and focused, with the individuals appearing attentive and engaged in their respective roles.",0.93695467710495,-0.023206669837236404,"{'label': 'neutral', 'confidence': 0.9143056273460388}",7
35,2,centre,headline,image,neutral,8,7,neutral,Abbott Nutrition again pauses baby formula production in Sturgis,"The scene depicts an indoor setting, possibly a waiting area or a medical facility, characterized by a light-colored floor and walls. A man wearing a blue shirt and a white head covering is seated on a green chair, holding a patterned blanket. A young girl, dressed in a white long-sleeve top and blue jeans, stands beside him, reaching out to touch the blanket. The man appears calm and focused, while the girl seems curious and engaged. In the background, another person, partially obscured, is standing near a table with papers and a blue bag, seemingly attending to some administrative tasks. The environment includes a green curtain partially obscuring the view, adding a sense of privacy or separation within the space. The overall atmosphere suggests a quiet, everyday moment, possibly involving care or assistance between the individuals present.",generateTesting8.png,"The scene depicts a man and a young girl in what appears to be a medical or administrative setting, possibly a clinic or hospital waiting area. The man is seated on a green chair, wearing a blue shirt and a white head covering, holding a patterned pillow and a black bag. He has a calm expression, suggesting he might be waiting for an appointment or procedure. The young girl, dressed in a white long-sleeve shirt and blue jeans, stands beside him, reaching out towards the pillow with her right hand, appearing curious or engaged. In the background, another person is seated at a desk, working with papers and a blue bag, indicating a busy environment. A green curtain partially obscures the view, adding to the sense of privacy within the space. The overall atmosphere is one of quiet anticipation and routine activity.",0.9135948419570923,0.01714271865785122,"{'label': 'neutral', 'confidence': 0.9194120764732361}",8
36,2,right,headline,image,neutral,1,0,neutral,"Abbott baby formula plant floods in Michigan, halting production for 'weeks'","Abbott baby formula plant floods in Michigan, halting production for 'weeks'",generateTesting1.png,"The scene depicts an industrial complex with numerous large cylindrical tanks and towers, some emitting plumes of smoke or steam into the sky. The structures are predominantly metallic, with some sections painted in blue and yellow, featuring cartoonish faces on the blue sections. The ground is wet, with water splashing around the base of the tanks, suggesting recent rainfall or flooding. The sky above is partly cloudy, with patches of blue visible through the clouds. The text ""Abeit"" is prominently displayed at the top in a stylized font, while ""Goo WoeL"" appears at the bottom, also in a stylized manner. There are no people visible in the scene, and the overall atmosphere is one of industrial activity with a touch of whimsy due to the cartoonish elements on the tanks.",0.1341966837644577,0.1341966837644577,"{'label': 'neutral', 'confidence': 0.8092552423477173}",1
36,2,right,headline,image,neutral,15,0,neutral,"Abbott baby formula plant floods in Michigan, halting production for 'weeks'","Abbott baby formula plant floods in Michigan, halting production for 'weeks'",generateTesting15.png,"The scene depicts an industrial complex with numerous large, cylindrical tanks and towers, some emitting plumes of smoke or steam. The structures are primarily metallic, with some sections painted in blue and yellow, featuring cartoonish faces on the blue sections. The ground is wet, with water splashing around the base of the tanks, suggesting recent rain or flooding. The sky above is partly cloudy, with patches of blue visible through the clouds. The text ""Abeit"" is prominently displayed at the top in a stylized font, while ""Goo WoeL"" appears at the bottom, also in a playful, handwritten style. There are no people visible in the scene, and the overall atmosphere is one of industrial activity with a touch of whimsy due to the cartoonish elements on the tanks.",0.13759273290634155,0.13759273290634155,"{'label': 'neutral', 'confidence': 0.816959798336029}",1
36,2,right,headline,image,neutral,2,1,neutral,"Abbott baby formula plant floods in Michigan, halting production for 'weeks'","The scene depicts an industrial complex with numerous large cylindrical tanks and towers, some emitting plumes of smoke or steam into the sky. The structures are predominantly metallic, with some sections painted in blue and yellow, featuring cartoonish faces on the blue sections. The ground is wet, with water splashing around the base of the tanks, suggesting recent rainfall or flooding. The sky above is partly cloudy, with patches of blue visible through the clouds. The text ""Abeit"" is prominently displayed at the top in a stylized font, while ""Goo WoeL"" appears at the bottom, also in a stylized manner. There are no people visible in the scene, and the overall atmosphere is one of industrial activity with a touch of whimsy due to the cartoonish elements on the tanks.",generateTesting2.png,"The scene depicts an industrial complex with numerous cylindrical tanks and towers, some painted in blue and yellow, emitting plumes of white smoke into the sky. The environment appears to be wet, with water splashing around the base of the structures, suggesting recent rainfall or ongoing industrial activity. The sky is partly cloudy, adding a dramatic backdrop to the scene. The text ""Abeit"" and ""Gaaa Uweel"" is prominently displayed in glowing white letters at the top and bottom of the image, respectively. There are no visible people or clear actions taking place; the focus is entirely on the industrial setting and its atmospheric conditions.",0.921295166015625,0.1191800907254219,"{'label': 'neutral', 'confidence': 0.7760283350944519}",2
36,2,right,headline,image,neutral,14,15,neutral,"Abbott baby formula plant floods in Michigan, halting production for 'weeks'","The scene depicts an industrial complex with numerous large, cylindrical tanks and towers, some emitting plumes of smoke or steam. The structures are primarily metallic, with some sections painted in blue and yellow, featuring cartoonish faces on the blue sections. The ground is wet, with water splashing around the base of the tanks, suggesting recent rain or flooding. The sky above is partly cloudy, with patches of blue visible through the clouds. The text ""Abeit"" is prominently displayed at the top in a stylized font, while ""Goo WoeL"" appears at the bottom, also in a playful, handwritten style. There are no people visible in the scene, and the overall atmosphere is one of industrial activity with a touch of whimsy due to the cartoonish elements on the tanks.",generateTesting14.png,"The scene depicts an industrial complex with numerous cylindrical silos and towers, painted in shades of blue and gray, some showing signs of rust and wear. Water is visibly spraying from the base of the structures, creating a misty effect on the ground. The sky above is partly cloudy, with a few birds flying in the distance. The text ""Abeit"" is prominently displayed at the top in a stylized font, while ""Gao Wool"" appears at the bottom. There are no people present in the image, and the overall atmosphere suggests a desolate and possibly abandoned industrial site.",0.868742823600769,0.1086001768708229,"{'label': 'neutral', 'confidence': 0.6550477743148804}",2
36,2,right,headline,image,neutral,3,2,neutral,"Abbott baby formula plant floods in Michigan, halting production for 'weeks'","The scene depicts an industrial complex with numerous cylindrical tanks and towers, some painted in blue and yellow, emitting plumes of white smoke into the sky. The environment appears to be wet, with water splashing around the base of the structures, suggesting recent rainfall or ongoing industrial activity. The sky is partly cloudy, adding a dramatic backdrop to the scene. The text ""Abeit"" and ""Gaaa Uweel"" is prominently displayed in glowing white letters at the top and bottom of the image, respectively. There are no visible people or clear actions taking place; the focus is entirely on the industrial setting and its atmospheric conditions.",generateTesting3.png,"The image depicts an industrial complex with multiple large cylindrical tanks and towers, some painted in shades of blue and yellow. Smoke billows from several tall chimneys, indicating active operations within the facility. Water is visibly spraying out from the base of the structures, creating a misty effect on the surrounding area. The sky above is overcast, adding to the somber atmosphere. The text ""Abeit"" appears prominently at the top in a glowing white font, while ""Gasa Uwel"" is displayed at the bottom in a similar style. There are no people visible in the scene, and the environment suggests a heavy industrial setting, possibly related to chemical processing or power generation.",0.9326191544532776,0.1165214329957962,"{'label': 'neutral', 'confidence': 0.838239312171936}",3
36,2,right,headline,image,neutral,13,14,neutral,"Abbott baby formula plant floods in Michigan, halting production for 'weeks'","The scene depicts an industrial complex with numerous cylindrical silos and towers, painted in shades of blue and gray, some showing signs of rust and wear. Water is visibly spraying from the base of the structures, creating a misty effect on the ground. The sky above is partly cloudy, with a few birds flying in the distance. The text ""Abeit"" is prominently displayed at the top in a stylized font, while ""Gao Wool"" appears at the bottom. There are no people present in the image, and the overall atmosphere suggests a desolate and possibly abandoned industrial site.",generateTesting13.png,"The scene depicts an industrial landscape dominated by large, rusted silos and cylindrical tanks, suggesting an abandoned or derelict factory. The structures are weathered and show signs of decay, with peeling paint and visible rust. Water is spraying from the base of some of the tanks, creating a misty effect that adds to the eerie atmosphere. The sky above is overcast with clouds, contributing to the somber mood. The text ""Alait"" is prominently displayed at the top in a stylized font, while ""Gao Wool"" appears at the bottom, possibly indicating a title or theme related to the image. There are no people present in the scene, and the environment conveys a sense of abandonment and desolation.",0.9051035046577454,0.11614135652780533,"{'label': 'negative', 'confidence': 0.5198612809181213}",3
36,2,right,headline,image,neutral,4,3,neutral,"Abbott baby formula plant floods in Michigan, halting production for 'weeks'","The image depicts an industrial complex with multiple large cylindrical tanks and towers, some painted in shades of blue and yellow. Smoke billows from several tall chimneys, indicating active operations within the facility. Water is visibly spraying out from the base of the structures, creating a misty effect on the surrounding area. The sky above is overcast, adding to the somber atmosphere. The text ""Abeit"" appears prominently at the top in a glowing white font, while ""Gasa Uwel"" is displayed at the bottom in a similar style. There are no people visible in the scene, and the environment suggests a heavy industrial setting, possibly related to chemical processing or power generation.",generateTesting4.png,"The scene depicts an industrial complex with multiple large cylindrical tanks and towers, emitting plumes of smoke from their chimneys. The environment appears overcast, with a gray sky suggesting a somber or polluted atmosphere. Water is visibly spraying from the base of the structures, creating a misty effect on the surface below. The text ""Ateit"" is prominently displayed at the top in a glowing, neon-like font, while ""Gasa Uwel"" is written at the bottom in a similar style. There are no people visible in the image, and the overall mood conveyed is one of industrial activity and environmental impact.",0.9315822124481201,0.1175137460231781,"{'label': 'neutral', 'confidence': 0.6635726690292358}",4
36,2,right,headline,image,neutral,12,13,neutral,"Abbott baby formula plant floods in Michigan, halting production for 'weeks'","The scene depicts an industrial landscape dominated by large, rusted silos and cylindrical tanks, suggesting an abandoned or derelict factory. The structures are weathered and show signs of decay, with peeling paint and visible rust. Water is spraying from the base of some of the tanks, creating a misty effect that adds to the eerie atmosphere. The sky above is overcast with clouds, contributing to the somber mood. The text ""Alait"" is prominently displayed at the top in a stylized font, while ""Gao Wool"" appears at the bottom, possibly indicating a title or theme related to the image. There are no people present in the scene, and the environment conveys a sense of abandonment and desolation.",generateTesting12.png,"The scene depicts an industrial setting with large, rusted cylindrical tanks and silos, some of which appear to be emitting steam or smoke. The environment is wet, with water spraying from the base of the structures, creating a misty atmosphere. The sky is overcast, adding to the somber mood. The text ""Alait"" is prominently displayed at the top, while ""Gao Wool"" is written at the bottom. There are no people visible in the image, and the overall scene conveys a sense of abandonment and decay.",0.9635509252548218,0.10710716992616653,"{'label': 'negative', 'confidence': 0.599904477596283}",4
36,2,right,headline,image,neutral,5,4,neutral,"Abbott baby formula plant floods in Michigan, halting production for 'weeks'","The scene depicts an industrial complex with multiple large cylindrical tanks and towers, emitting plumes of smoke from their chimneys. The environment appears overcast, with a gray sky suggesting a somber or polluted atmosphere. Water is visibly spraying from the base of the structures, creating a misty effect on the surface below. The text ""Ateit"" is prominently displayed at the top in a glowing, neon-like font, while ""Gasa Uwel"" is written at the bottom in a similar style. There are no people visible in the image, and the overall mood conveyed is one of industrial activity and environmental impact.",generateTesting5.png,"The scene depicts an industrial complex with multiple large smokestacks emitting thick plumes of smoke into a cloudy sky. The structures include cylindrical tanks and towers, some appearing weathered and rusted, suggesting age and industrial wear. In the foreground, water is visible, with fountains spraying upwards, creating a misty effect that adds to the atmospheric quality of the image. The text ""Alteit"" and ""Gasa Uwel"" is prominently displayed in glowing blue letters across the center and bottom of the image, respectively. There are no people visible in this scene, and the overall environment conveys a sense of industrial activity and possibly pollution, with the muted colors and overcast sky contributing to a somber mood.",0.947857677936554,0.092519111931324,"{'label': 'neutral', 'confidence': 0.7422754168510437}",5
36,2,right,headline,image,neutral,11,12,neutral,"Abbott baby formula plant floods in Michigan, halting production for 'weeks'","The scene depicts an industrial setting with large, rusted cylindrical tanks and silos, some of which appear to be emitting steam or smoke. The environment is wet, with water spraying from the base of the structures, creating a misty atmosphere. The sky is overcast, adding to the somber mood. The text ""Alait"" is prominently displayed at the top, while ""Gao Wool"" is written at the bottom. There are no people visible in the image, and the overall scene conveys a sense of abandonment and decay.",generateTesting11.png,"The scene depicts an industrial setting with a series of rusted, cylindrical tanks and structures, likely part of a factory or processing plant. The tanks are weathered and show signs of significant wear, with patches of rust covering their surfaces. Steam or mist rises from the ground in front of the tanks, creating a hazy atmosphere. The sky above is overcast, adding to the somber and desolate mood of the environment. There are no people visible in the image, and the focus is entirely on the industrial architecture and the atmospheric conditions. The overall impression is one of abandonment and decay, with no clear indication of ongoing activity or human presence.",0.7960994839668274,0.11408188939094543,"{'label': 'negative', 'confidence': 0.5966320037841797}",5
36,2,right,headline,image,neutral,6,5,neutral,"Abbott baby formula plant floods in Michigan, halting production for 'weeks'","The scene depicts an industrial complex with multiple large smokestacks emitting thick plumes of smoke into a cloudy sky. The structures include cylindrical tanks and towers, some appearing weathered and rusted, suggesting age and industrial wear. In the foreground, water is visible, with fountains spraying upwards, creating a misty effect that adds to the atmospheric quality of the image. The text ""Alteit"" and ""Gasa Uwel"" is prominently displayed in glowing blue letters across the center and bottom of the image, respectively. There are no people visible in this scene, and the overall environment conveys a sense of industrial activity and possibly pollution, with the muted colors and overcast sky contributing to a somber mood.",generateTesting6.png,"The scene depicts an industrial complex with multiple tall smokestacks emitting dark smoke into the overcast sky, creating a hazy atmosphere. The foreground features a body of water with fountains spraying water upwards, reflecting the industrial structures and smoke. The environment appears to be a cloudy day, adding to the somber mood. There are no people visible in the image, and the objects include various industrial buildings, tanks, and pipes. The text ""Gasa Uwel"" is prominently displayed at the bottom in a glowing blue font, suggesting it might be a title or a name related to the scene. The overall setting conveys a sense of pollution and industrial activity without any clear emotional indicators from the absence of people.",0.928256094455719,0.10642625391483307,"{'label': 'neutral', 'confidence': 0.694445013999939}",6
36,2,right,headline,image,neutral,10,11,neutral,"Abbott baby formula plant floods in Michigan, halting production for 'weeks'","The scene depicts an industrial setting with a series of rusted, cylindrical tanks and structures, likely part of a factory or processing plant. The tanks are weathered and show signs of significant wear, with patches of rust covering their surfaces. Steam or mist rises from the ground in front of the tanks, creating a hazy atmosphere. The sky above is overcast, adding to the somber and desolate mood of the environment. There are no people visible in the image, and the focus is entirely on the industrial architecture and the atmospheric conditions. The overall impression is one of abandonment and decay, with no clear indication of ongoing activity or human presence.",generateTesting10.png,"The scene depicts an industrial setting with several large, rusted cylindrical tanks, some of which have visible damage and missing sections. The tanks are situated on a concrete platform, and steam or smoke is rising from the ground around them, creating a hazy atmosphere. The sky above is overcast, adding to the somber mood of the environment. There are no people present in the image, and the focus is entirely on the decaying industrial structures and the eerie, misty surroundings. The overall impression is one of abandonment and decay, with no clear indication of ongoing activity or human presence.",0.9652180671691895,0.10321330279111862,"{'label': 'negative', 'confidence': 0.6813373565673828}",6
36,2,right,headline,image,neutral,7,6,neutral,"Abbott baby formula plant floods in Michigan, halting production for 'weeks'","The scene depicts an industrial complex with multiple tall smokestacks emitting dark smoke into the overcast sky, creating a hazy atmosphere. The foreground features a body of water with fountains spraying water upwards, reflecting the industrial structures and smoke. The environment appears to be a cloudy day, adding to the somber mood. There are no people visible in the image, and the objects include various industrial buildings, tanks, and pipes. The text ""Gasa Uwel"" is prominently displayed at the bottom in a glowing blue font, suggesting it might be a title or a name related to the scene. The overall setting conveys a sense of pollution and industrial activity without any clear emotional indicators from the absence of people.",generateTesting7.png,"The scene depicts an industrial complex with multiple tall smokestacks emitting dark smoke into a cloudy sky, indicating pollution. The foreground features a body of water with fountains spraying water upwards, creating misty droplets that reflect on the surface. The environment appears overcast and somewhat gloomy, suggesting a somber or polluted atmosphere. There are no people visible in the image, and the focus is entirely on the industrial structures and their impact on the surrounding area. The text ""Gasa Uwel"" is prominently displayed at the bottom in bright blue letters, adding a contrasting element to the otherwise muted tones of the scene.",0.9648535251617432,0.10776188224554062,"{'label': 'neutral', 'confidence': 0.6378538608551025}",7
36,2,right,headline,image,neutral,9,10,neutral,"Abbott baby formula plant floods in Michigan, halting production for 'weeks'","The scene depicts an industrial setting with several large, rusted cylindrical tanks, some of which have visible damage and missing sections. The tanks are situated on a concrete platform, and steam or smoke is rising from the ground around them, creating a hazy atmosphere. The sky above is overcast, adding to the somber mood of the environment. There are no people present in the image, and the focus is entirely on the decaying industrial structures and the eerie, misty surroundings. The overall impression is one of abandonment and decay, with no clear indication of ongoing activity or human presence.",generateTesting9.png,"The scene depicts an abandoned industrial area with rusted cylindrical tanks, some of which have large holes and missing sections, indicating significant decay and neglect. The environment is overcast, with a gray sky and misty atmosphere, suggesting a cold or damp climate. Steam or smoke rises from the ground and around the tanks, adding to the eerie and desolate mood. There are no people present in the image, and the focus is entirely on the decaying structures and the atmospheric conditions. The overall impression is one of abandonment and decay, with no clear signs of recent activity or human presence.",0.9604406356811523,0.10471076518297195,"{'label': 'negative', 'confidence': 0.7050391435623169}",7
36,2,right,headline,image,neutral,8,7,neutral,"Abbott baby formula plant floods in Michigan, halting production for 'weeks'","The scene depicts an industrial complex with multiple tall smokestacks emitting dark smoke into a cloudy sky, indicating pollution. The foreground features a body of water with fountains spraying water upwards, creating misty droplets that reflect on the surface. The environment appears overcast and somewhat gloomy, suggesting a somber or polluted atmosphere. There are no people visible in the image, and the focus is entirely on the industrial structures and their impact on the surrounding area. The text ""Gasa Uwel"" is prominently displayed at the bottom in bright blue letters, adding a contrasting element to the otherwise muted tones of the scene.",generateTesting8.png,"The scene depicts an industrial setting with multiple tall smokestacks emitting dark smoke into a cloudy sky, suggesting pollution. In the foreground, there is a body of water with several fountains spraying water upwards, creating a contrast between the industrial backdrop and the serene water feature. The text ""Gasa Uwel"" is prominently displayed at the bottom in bright blue letters, adding a modern or digital element to the otherwise industrial and natural elements. There are no people visible in the image, and the overall environment conveys a mix of industrial activity and a calm water feature, possibly indicating a juxtaposition of human-made structures and nature.",0.9704685211181641,0.08512738347053528,"{'label': 'neutral', 'confidence': 0.8691176772117615}",8
37,3,left,headline,image,neutral,1,0,neutral,"Annual U.S. border arrivals top 2 million, fueled by record migration from Venezuela, Cuba and Nicaragua","Annual U.S. border arrivals top 2 million, fueled by record migration from Venezuela, Cuba and Nicaragua",generateTesting1.png,"The scene depicts a bustling crowd of people, seemingly engaged in a collective activity or event. The individuals are dressed in various attire, including casual clothing and some wearing headscarves, suggesting a diverse group. Many are holding onto what appears to be a large, colorful structure, possibly a float or a stage, which is adorned with vibrant flags and banners. The environment suggests an outdoor setting, likely a public gathering or festival, given the presence of the crowd and the festive decorations. The people's actions vary; some are reaching out, others are holding on tightly, and a few appear to be clapping or cheering. The overall atmosphere conveys a sense of excitement and unity among the participants.",0.04237503558397293,0.04237503558397293,"{'label': 'positive', 'confidence': 0.5827997922897339}",1
37,3,left,headline,image,neutral,15,0,neutral,"Annual U.S. border arrivals top 2 million, fueled by record migration from Venezuela, Cuba and Nicaragua","Annual U.S. border arrivals top 2 million, fueled by record migration from Venezuela, Cuba and Nicaragua",generateTesting15.png,"The scene depicts a bustling crowd of people, seemingly engaged in a collective activity or event. The individuals are dressed in various attire, including casual clothing and some wearing headscarves, suggesting a diverse group. Many are holding onto what appears to be a large, colorful structure, possibly a float or a stage, which is adorned with vibrant flags and banners. The environment suggests an outdoor setting, likely a public gathering or festival, given the presence of the crowd and the festive decorations. The people's actions indicate they are either participating in a performance or preparing for one, with some raising their hands and others gripping the structure tightly. The overall atmosphere is lively and energetic, with a sense of anticipation or excitement.",0.05598396435379982,0.05598396435379982,"{'label': 'positive', 'confidence': 0.5747030973434448}",1
37,3,left,headline,image,neutral,2,1,neutral,"Annual U.S. border arrivals top 2 million, fueled by record migration from Venezuela, Cuba and Nicaragua","The scene depicts a bustling crowd of people, seemingly engaged in a collective activity or event. The individuals are dressed in various attire, including casual clothing and some wearing headscarves, suggesting a diverse group. Many are holding onto what appears to be a large, colorful structure, possibly a float or a stage, which is adorned with vibrant flags and banners. The environment suggests an outdoor setting, likely a public gathering or festival, given the presence of the crowd and the festive decorations. The people's actions vary; some are reaching out, others are holding on tightly, and a few appear to be clapping or cheering. The overall atmosphere conveys a sense of excitement and unity among the participants.",generateTesting2.png,"The scene depicts a crowded and chaotic environment where a large group of people is gathered closely together, seemingly engaged in a physical struggle or a push. Individuals are dressed in various attire, including jackets, scarves, and hats, suggesting a cold weather setting. The crowd is dense, with some people climbing over others, and there is a sense of urgency or distress in their actions. A green pole stands prominently in the center, around which many people are clustered, adding to the sense of confinement and intensity. The expressions on the faces of those visible suggest a mix of determination, fear, and possibly pain, indicating a situation of conflict or intense activity. The overall atmosphere is one of disorder and tension.",0.8052358627319336,0.048966262489557266,"{'label': 'neutral', 'confidence': 0.7149145007133484}",2
37,3,left,headline,image,neutral,14,15,neutral,"Annual U.S. border arrivals top 2 million, fueled by record migration from Venezuela, Cuba and Nicaragua","The scene depicts a bustling crowd of people, seemingly engaged in a collective activity or event. The individuals are dressed in various attire, including casual clothing and some wearing headscarves, suggesting a diverse group. Many are holding onto what appears to be a large, colorful structure, possibly a float or a stage, which is adorned with vibrant flags and banners. The environment suggests an outdoor setting, likely a public gathering or festival, given the presence of the crowd and the festive decorations. The people's actions indicate they are either participating in a performance or preparing for one, with some raising their hands and others gripping the structure tightly. The overall atmosphere is lively and energetic, with a sense of anticipation or excitement.",generateTesting14.png,"The scene depicts a crowded and chaotic environment where a group of people, mostly adults, are gathered closely together. The individuals appear to be engaged in a physical struggle or a heated confrontation, with some people pushing and pulling others. The crowd is dense, with many individuals wearing various types of clothing, including hats, scarves, and traditional garments. Some people have their hands raised, while others are holding onto each other or objects around them. The background includes a green pole or structure, which adds to the sense of confinement within the space. The overall atmosphere suggests tension and urgency, with no clear indication of the cause or outcome of the interaction.",0.8518328666687012,0.07205109298229218,"{'label': 'neutral', 'confidence': 0.782814621925354}",2
37,3,left,headline,image,neutral,3,2,neutral,"Annual U.S. border arrivals top 2 million, fueled by record migration from Venezuela, Cuba and Nicaragua","The scene depicts a crowded and chaotic environment where a large group of people is gathered closely together, seemingly engaged in a physical struggle or a push. Individuals are dressed in various attire, including jackets, scarves, and hats, suggesting a cold weather setting. The crowd is dense, with some people climbing over others, and there is a sense of urgency or distress in their actions. A green pole stands prominently in the center, around which many people are clustered, adding to the sense of confinement and intensity. The expressions on the faces of those visible suggest a mix of determination, fear, and possibly pain, indicating a situation of conflict or intense activity. The overall atmosphere is one of disorder and tension.",generateTesting3.png,"The image depicts a crowded and chaotic scene with numerous individuals tightly packed together, suggesting a moment of intense human interaction. The people appear to be adults of varying ages, dressed in winter clothing such as jackets, hats, and scarves, indicating cold weather conditions. Some individuals are holding onto each other, while others seem to be pushing or being pushed, creating a sense of urgency and movement. A green pole is prominently visible in the foreground, adding to the urban setting. The expressions on the faces of some individuals suggest distress or determination, but no clear emotions can be discerned from all faces due to the angle and density of the crowd. The environment appears to be an outdoor public space, possibly during a rush hour or a significant event, given the level of congestion and the intensity of the interactions.",0.8697771430015564,0.08753432333469391,"{'label': 'neutral', 'confidence': 0.8357856273651123}",3
